payment_id,order_id,amount,payment_method,payment_date,status
PAY01827,O01827,2057.72,PayPal,2024-02-11,completed
PAY01828,O01828,16112.05,Credit Card,2024-02-24,failed
PAY01829,O01829,7396.0,Wire Transfer,2024-06-06,completed
PAY01830,O01830,4704.02,ACH,2024-02-13,completed
PAY01831,O01831,8456.41,Invoice,2024-06-06,completed
PAY01832,O01832,1682.61,ACH,2024-09-01,failed
PAY01833,O01833,1679.66,PayPal,2024-12-12,completed
PAY01834,O01834,1553.27,ACH,2024-07-28,completed
PAY01835,O01835,2461.88,Invoice,2024-08-25,refunded
PAY01836,O01836,3656.82,ACH,2024-01-10,completed
PAY01837,O01837,4193.83,Wire Transfer,2024-11-10,completed
PAY01838,O01838,4024.19,Wire Transfer,2024-07-19,completed
PAY01839,O01839,739.6,Credit Card,2024-08-18,completed
PAY01840,O01840,3708.06,ACH,2024-03-29,completed
PAY01841,O01841,10288.6,Wire Transfer,2024-11-22,refunded
PAY01842,O01842,5854.83,Invoice,2024-09-30,pending
PAY01843,O01843,3993.06,Wire Transfer,2024-01-18,completed
PAY01844,O01844,324.7,Invoice,2024-07-31,completed
PAY01845,O01845,11923.98,Invoice,2024-04-30,completed
PAY01846,O01846,40241.9,Wire Transfer,2024-03-05,pending
PAY01847,O01847,925.97,Invoice,2024-03-22,failed
PAY01848,O01848,7949.32,ACH,2024-04-24,completed
PAY01849,O01849,3146.09,Invoice,2024-12-07,refunded
PAY01850,O01850,805.88,Wire Transfer,2024-09-30,completed
PAY01851,O01851,2471.25,PayPal,2024-08-20,completed
PAY01852,O01852,1397.94,ACH,2024-06-21,failed
PAY01853,O01853,3006.24,Invoice,2024-08-04,completed
PAY01854,O01854,7502.97,ACH,2024-03-12,completed
PAY01855,O01855,6841.12,Wire Transfer,2024-07-28,pending
PAY01856,O01856,3427.89,ACH,2024-08-29,refunded
PAY01857,O01857,20120.95,PayPal,2024-12-03,pending
PAY01858,O01858,3608.3,ACH,2024-05-04,refunded
PAY01859,O01859,342.5,PayPal,2024-02-06,completed
PAY01860,O01860,2471.25,PayPal,2024-11-06,pending
PAY01861,O01861,4448.25,PayPal,2024-02-29,completed
PAY01862,O01862,8023.4,ACH,2024-02-07,completed
PAY01863,O01863,27245.8,Wire Transfer,2024-07-18,pending
PAY01864,O01864,3389.3,ACH,2024-11-09,completed
PAY01865,O01865,2662.04,Credit Card,2024-02-03,completed
PAY01866,O01866,1758.11,Wire Transfer,2024-09-20,completed
PAY01867,O01867,3656.82,ACH,2024-05-16,completed
PAY01868,O01868,1804.15,Invoice,2024-12-02,completed
PAY01869,O01869,1854.03,Invoice,2024-06-19,completed
PAY01870,O01870,12035.1,Wire Transfer,2024-06-26,completed
PAY01871,O01871,6048.36,ACH,2024-11-01,completed
PAY01872,O01872,1475.61,Invoice,2024-07-10,completed
PAY01873,O01873,3608.3,PayPal,2024-06-07,completed
PAY01874,O01874,3866.88,Credit Card,2024-12-22,completed
PAY01875,O01875,5141.11,Wire Transfer,2024-01-17,completed
PAY01876,O01876,144.56,ACH,2024-07-05,completed
PAY01877,O01877,4258.26,ACH,2024-03-28,completed
PAY01878,O01878,1618.34,Invoice,2024-07-12,refunded
PAY01879,O01879,9020.75,Wire Transfer,2024-09-04,completed
PAY01880,O01880,4073.13,ACH,2024-06-07,pending
PAY01881,O01881,4609.32,Wire Transfer,2024-07-03,completed
PAY01882,O01882,20849.48,PayPal,2024-09-25,completed
PAY01883,O01883,2521.94,PayPal,2024-02-21,completed
PAY01884,O01884,33784.61,Credit Card,2024-10-02,refunded
PAY01885,O01885,2662.04,PayPal,2024-05-06,completed
PAY01886,O01886,8275.59,Wire Transfer,2024-04-28,pending
PAY01887,O01887,4024.19,Credit Card,2024-05-22,completed
PAY01888,O01888,5182.9,Credit Card,2024-02-04,completed
PAY01889,O01889,3870.29,ACH,2024-10-03,pending
PAY01890,O01890,4073.13,ACH,2024-03-02,completed
PAY01891,O01891,7135.36,PayPal,2024-11-03,completed
PAY01892,O01892,11296.08,ACH,2024-03-01,pending
PAY01893,O01893,8456.41,Credit Card,2024-11-24,completed
PAY01894,O01894,9072.54,Wire Transfer,2024-11-04,completed
PAY01895,O01895,2589.34,Invoice,2024-05-25,pending
PAY01896,O01896,3811.11,Wire Transfer,2024-12-15,completed
PAY01897,O01897,23046.6,PayPal,2024-04-06,completed
PAY01898,O01898,4553.28,PayPal,2024-04-04,completed
PAY01899,O01899,40631.3,Wire Transfer,2024-08-17,completed
PAY01900,O01900,13352.22,Credit Card,2024-04-28,completed
PAY01901,O01901,5449.16,Credit Card,2024-12-16,completed
PAY01902,O01902,1160.06,Wire Transfer,2024-04-10,pending
PAY01903,O01903,8646.65,Credit Card,2024-06-15,failed
PAY01904,O01904,12072.57,ACH,2024-05-19,pending
PAY01905,O01905,1665.58,Credit Card,2024-06-19,completed
PAY01906,O01906,1331.02,PayPal,2024-10-16,completed
PAY01907,O01907,15984.8,Wire Transfer,2024-07-01,pending
PAY01908,O01908,1626.41,ACH,2024-12-27,completed
PAY01909,O01909,7766.35,Credit Card,2024-01-14,completed
PAY01910,O01910,7154.39,Wire Transfer,2024-04-14,completed
PAY01911,O01911,1626.41,Wire Transfer,2024-05-04,failed
PAY01912,O01912,20489.76,PayPal,2024-01-24,completed
PAY01913,O01913,3811.11,Wire Transfer,2024-11-06,failed
PAY01914,O01914,3222.41,PayPal,2024-10-03,refunded
PAY01915,O01915,2276.64,Wire Transfer,2024-02-09,completed
PAY01916,O01916,6444.8,Wire Transfer,2024-10-31,completed
PAY01917,O01917,1264.47,Invoice,2024-10-20,pending
PAY01918,O01918,13622.9,Wire Transfer,2024-12-22,completed
PAY01919,O01919,3424.99,Invoice,2024-07-05,completed
PAY01920,O01920,1679.66,Wire Transfer,2024-04-27,completed
PAY01921,O01921,6048.36,PayPal,2024-01-13,completed
PAY01922,O01922,11976.35,Invoice,2024-01-26,completed
PAY01923,O01923,1480.51,ACH,2024-08-11,refunded
PAY01924,O01924,7135.36,Wire Transfer,2024-10-24,completed
PAY01925,O01925,925.97,Wire Transfer,2024-10-13,completed
PAY01926,O01926,4444.42,PayPal,2024-08-30,refunded
PAY01927,O01927,12551.2,Credit Card,2024-08-28,completed
PAY01928,O01928,1655.12,Credit Card,2024-04-03,completed
PAY01929,O01929,11923.64,Credit Card,2024-07-27,completed
PAY01930,O01930,3948.93,Invoice,2024-06-17,completed
PAY01931,O01931,457.77,Invoice,2024-06-16,completed
PAY01932,O01932,10288.6,PayPal,2024-10-23,pending
PAY01933,O01933,3285.21,Credit Card,2024-01-14,refunded
PAY01934,O01934,5182.9,PayPal,2024-02-06,completed
PAY01935,O01935,1951.61,Invoice,2024-03-25,completed
PAY01936,O01936,202.94,PayPal,2024-08-13,refunded
PAY01937,O01937,6655.1,ACH,2024-04-19,completed
PAY01938,O01938,4228.2,PayPal,2024-07-15,completed
PAY01939,O01939,16183.4,PayPal,2024-09-23,completed
PAY01940,O01940,1259.04,Wire Transfer,2024-07-03,completed
PAY01941,O01941,19516.1,Wire Transfer,2024-09-17,completed
PAY01942,O01942,2224.13,Invoice,2024-07-14,completed
PAY01943,O01943,182.65,Invoice,2024-06-07,completed
PAY01944,O01944,3458.12,ACH,2024-12-26,completed
PAY01945,O01945,2048.98,Wire Transfer,2024-05-21,completed
PAY01946,O01946,6122.56,PayPal,2024-04-02,completed
PAY01947,O01947,7774.35,Invoice,2024-01-21,completed
PAY01948,O01948,1397.94,Wire Transfer,2024-08-02,failed
PAY01949,O01949,27245.8,PayPal,2024-12-08,completed
PAY01950,O01950,1804.15,Wire Transfer,2024-04-17,completed
PAY01951,O01951,3602.77,Invoice,2024-01-14,completed
PAY01952,O01952,12245.12,PayPal,2024-01-27,completed
PAY01953,O01953,1804.15,Credit Card,2024-01-09,completed
PAY01954,O01954,4073.13,Wire Transfer,2024-09-02,completed
PAY01955,O01955,1197.92,Credit Card,2024-11-06,pending
PAY01956,O01956,11383.2,Wire Transfer,2024-05-13,completed
PAY01957,O01957,10808.31,Wire Transfer,2024-02-19,completed
PAY01958,O01958,4450.74,PayPal,2024-09-21,failed
PAY01959,O01959,7017.51,PayPal,2024-07-27,completed
PAY01960,O01960,2502.68,ACH,2024-12-06,completed
PAY01961,O01961,256.99,ACH,2024-10-24,completed
PAY01962,O01962,805.88,ACH,2024-12-04,completed
PAY01963,O01963,3006.24,Wire Transfer,2024-04-11,completed
PAY01964,O01964,15762.15,ACH,2024-05-01,pending
PAY01965,O01965,4553.28,Credit Card,2024-06-27,completed
PAY01966,O01966,5322.82,ACH,2024-04-21,completed
PAY01967,O01967,6222.58,Credit Card,2024-12-03,failed
PAY01968,O01968,1511.69,Invoice,2024-09-06,completed
PAY01969,O01969,2218.8,Invoice,2024-05-15,completed
PAY01970,O01970,39489.3,Invoice,2024-03-08,failed
PAY01971,O01971,4609.32,Credit Card,2024-06-01,completed
PAY01972,O01972,4016.38,Wire Transfer,2024-02-12,failed
PAY01973,O01973,13307.05,PayPal,2024-09-19,completed
PAY01974,O01974,3751.48,Credit Card,2024-06-30,failed
PAY01975,O01975,5449.16,Credit Card,2024-10-02,completed
PAY01976,O01976,1713.94,Wire Transfer,2024-02-21,completed
PAY01977,O01977,11887.73,Wire Transfer,2024-03-18,failed
PAY01978,O01978,4450.74,Invoice,2024-07-27,completed
PAY01979,O01979,4097.95,PayPal,2024-03-13,completed
PAY01980,O01980,9072.54,Wire Transfer,2024-12-11,refunded
PAY01981,O01981,36217.71,PayPal,2024-02-03,completed
PAY01982,O01982,5412.45,Credit Card,2024-05-05,pending
PAY01983,O01983,4790.54,Wire Transfer,2024-05-08,completed
PAY01984,O01984,11661.53,Credit Card,2024-03-07,completed
PAY01985,O01985,3903.22,Invoice,2024-12-12,completed
PAY01986,O01986,4609.32,Invoice,2024-09-28,failed
PAY01987,O01987,6757.24,Wire Transfer,2024-06-02,completed
PAY01988,O01988,2100.56,Credit Card,2024-06-24,failed
PAY01989,O01989,9394.5,ACH,2024-05-13,completed
PAY01990,O01990,7667.64,Invoice,2024-12-20,completed
PAY01991,O01991,4004.29,Wire Transfer,2024-02-17,completed
PAY01992,O01992,1850.64,Credit Card,2024-12-07,completed
PAY01993,O01993,1079.98,ACH,2024-02-23,completed
PAY01994,O01994,6048.36,PayPal,2024-06-19,pending
PAY01995,O01995,2105.25,ACH,2025-01-02,pending
PAY01996,O01996,5005.36,PayPal,2024-12-08,failed
PAY01997,O01997,7949.32,Credit Card,2024-10-16,completed
PAY01998,O01998,5674.37,PayPal,2024-11-01,completed
PAY01999,O01999,1028.86,PayPal,2024-05-05,completed
PAY02000,O02000,6352.8,Invoice,2024-01-24,completed
